4,1,Tableau1,tableau1,Tableau 3d,"Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle.",1,2023-11-28 00:00:00,2023-11-28 21:16:10,telechargement-1-6566589a8f802735903818.jpeg,99.99
5,1,Tableau2,tableau2,Tableau 3D,"Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle.",1,2023-11-28 00:00:00,2023-11-28 21:16:59,telechargement-656658cbee648732141951.jpeg,150
6,1,Tableau3,tableau3,Tableau 3D,"Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle.",1,2023-11-28 00:00:00,2023-11-28 21:17:41,an-656658f5aaa77863829608.jpeg,99.99
7,1,Tableau4,tableau4,Tableau 3D,"Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle. Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle.",1,2023-11-28 00:00:00,2023-11-28 21:18:32,telechargement-2-6566592899944623766768.jpeg,130
8,1,Tableau5,tableau5,tableau 3D,"Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle.",1,2023-11-28 00:00:00,2023-11-28 21:19:19,telechargement-3-656659573fcdc899117772.jpeg,155
9,1,Tableau6,tableau6,Tableau 3D,"Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle.",1,2023-11-28 00:00:00,2023-11-28 21:20:21,telechargement-4-6566599545346104111763.jpeg,134
10,1,Tableau7,tableau7,Tableau 3D,"Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle.",1,2023-11-28 00:00:00,2023-11-28 21:21:11,telechargement-5-656659c717cfc335443802.jpeg,167
11,1,Tableau8,tableau8,Tableau 3D,"Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle.",1,2023-11-28 00:00:00,2023-11-28 21:21:59,telechargement-6-656659f7e63e0655582296.jpeg,168
12,1,Tableau9,tableau9,Tableau 3d,"Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle.",1,2023-11-28 00:00:00,2023-11-28 21:23:00,telechargement-7-65665a34ec15f973009258.jpeg,280
13,1,Tableau10,tableau10,Tableau 3d,"Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle.",1,2023-11-28 00:00:00,2023-11-28 21:23:37,telechargement-8-65665a5908c92010230172.jpeg,250
14,1,Tableau11,tableau11,Tableau 3d,"Le tableau 3D ouvre une porte vers un art captivant et immersif où la dimension prend vie. En fusionnant créativité et technologie, il transcende les limites du plat pour offrir une expérience visuelle envoûtante. Objets et formes semblent surgir de la surface, invitant à une exploration qui éveille la curiosité et émerveille les spectateurs. Cette forme artistique novatrice défie les conventions, offrant une interaction unique et repoussant les frontières de l'imagination traditionnelle.",1,2023-11-28 00:00:00,2023-11-28 21:24:13,telechargement-9-65665a7d2f456364905388.jpeg,240
15,1,Tableau12,tableau12,Tableau 3d,/mon-panier/resete-cart,1,2023-11-28 00:00:00,2023-11-28 21:26:23,telechargement-10-65665aff27cfe145301435.jpeg,180
16,1,TableauGoat,tableaugoat,Tableau 3d,/mon-panier/resete-cart,1,2023-11-28 00:00:00,2023-11-28 00:00:00,telechargement-11-65665b243dffa494169289.jpeg,9999999
